deep_id,bib_ind_and_in_coll,title,title_alternative_keywords,pub_year,pub_year_display,first_production_date,first_production_date_display,first_publish_date,record_type,theater_type,greg_number,stc_or_wing,stc_or_wing2,play_edition_number,book_edition_number,variant_description,edition,total_editions,leaves,illustration_on_tp_or_frontis,dedication_to,commendatory_verses_by,to_the_reader,argument,char_list,actor_list,blackletter,latin,addition_and_correction_attributions,other_paratexts,sr_entries,format,additional_notes,transcript_title,transcript_author,transcript_performance,transcript_latin,transcript_imprint,transcript_explicit,transcript_colophon,transcript_dedication,transcript_commendatory_verses,transcript_to_the_reader,transcript_printed_license,transcript_general_title,transcript_woodcut,transcript_character_list,transcript_actor_list,transcript_argument,transcript_modern_spelling,display_play_type,display_authors,display_genre,display_booksellers,display_printers,display_publishers,display_companies,display_auspices,errata,imprintlocation
14.0,,"Johan Johan the Husband, Tib His Wife, and Sir Johan the Priest",John,1533,1533,1520.0,1520 [1520-1533],1533,Single-Play Playbook,None,13a,13298,,1,1,,F1,1 folio,8,,,,,,,,Yes,,,,,Folio,,[HT] A mery play betwene Iohan Iohan the husbande/ Tyb his wyfe/ & syr Ihān the preest.,,,,,,Impryntyd by Wyllyam Rastell/ the .xii. day of February the yere of our lord .M.ccccc. and .xxxiii. Cum priuilegio. [B4v],,,,,,,,,,"A merry play between Johan Johan the husband, Tyb his wife, and Sir Johan the priest.",Interlude,"Heywood, John (?)",Comic Interlude,,"Rastell, William",,,,,
16.0,,"Old Christmas, or Good Order",,1533,[1533],1533.0,1533,1533,Single-Play Playbook,None,14.5a,18793.5,,1,1,,F1,1 folio,[imperfect copy],,,,,,,,Yes,,,,,Folio,Imperfect copy: survives in two leaves only.,[no title page],,,,,,Imprynted by w. Rastell the yere of our lorde 1533. Cum priuilegio. [no sig.] ,,,,,,,,,,,Interlude,Anonymous,Moral Interlude,,"Rastell, William",,,,,
18.0,,The Play of the Weather,,1544,[1544?],1528.0,1528 [1519-1528],1533,Single-Play Playbook,None,15b,13305.5,,2,2,,Q1,"1 folio, 3 quartos",24 (?) [imperfect copy],,,,,,Yes,,Yes,,,,"Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes The weather"".",Quarto,"Imperfect copy: lacks all after leaf F3, but since the edition agrees page for page with Greg 15c and Greg 15d, it is probably only missing F4.",The play of the wether. A new and a very mery enterlude of all maner wethers,made by Iohn Heywood.,[in single column] The players names. | Iupiter a god. | Mery  reporte the vyce. | The gentylman. | The marchant. | The ranger. | The water myller. | The wynde myller. | The gentylwoman. | The launder. | A boy the lest that can play.,,,,,,,,,,,on title page [A1r],,,"The play of the weather. A new and a very merry interlude of all manner weathers, made by John Heywood. The players names. Jupiter a god. Merry report the vice. The gentleman. The merchant. The ranger. The water miller. The wind miller. The gentlewoman. The launder. A boy, the least that can play.",Interlude,"Heywood, John",Comic Interlude,,"Middleton, William",,,,,
19.0,,The Play of the Weather,,1559,[1559?],1528.0,1528 [1519-1528],1533,Single-Play Playbook,None,15c,13306,,3,3,,Q2,"1 folio, 3 quartos",24,,,,,,Yes,,Yes,,,,"Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes The weather"".",Quarto,"In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates the edition to ""1559?"" and identifies the printer of this edition as the printer of <i>An Envoy from Thomas Smyth</i> (STC 22880.2) (Appendix K, 2:1047).",The Play of the Wether. A New and a very mery enterlude of al maner wethers,made by Iohn Heywood.,"[in single column] The players names. | Iupiter a God. | Mery report the vice | The Gentylman. | The marchaunt. | The ranger. | The water myller. | The wynde Myller. | The Gentylwoman. | The Launder. | A boy, the least that can play.",,,,"Imprinted at London in Paules Churche yearde, at the Sygne of the Sunne, by Anthonie Kytson. [F4r]",,,,,,,on title page [A1r],,,"The play of the weather. A new and a very merry interlude of all manner weathers, made by John Heywood. The players names. Jupiter a god. Merry report the vice. The gentleman. The merchant. The ranger. The water miller. The wind miller. The gentlewoman. The launder. A boy, the least that can play.",Interlude,"Heywood, John",Comic Interlude,,[unknown],"Kitson, Anthony",,,,A.3 (Paul's Churchyard - Northeast)
20.0,,The Play of the Weather,,1573,[c.1573],1528.0,1528 [1519-1528],1533,Single-Play Playbook,None,15d,13307,,4,4,,Q3,"1 folio, 3 quartos",24,,,,,,Yes,,Yes,,,,"Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes The weather"".",Quarto,,The playe of the weather. A newe and a very merye enterlude of al maner wethers,made by Ihon Heywoode.,[in single column] The players names | Iupiter a God. | Mery report the vyce. | The Gentleman. | The Marchante. | The Ranger. | The Water Miller. | The Winde Miller. | The Gentlewoman. | The Launder. | A boye the leste that can playe.,,,,"Imprinted at London by Ihon Awdeley dwelling in litle Britayne streete, beyonde Aldersgate. [F4r]",,,,,,,on title page [A1r],,,"The play of the weather. A new and a very merry interlude of all manner weathers, made by John Heywood. The players names. Jupiter a god. Merry report the vice. The gentleman. The merchant. The ranger. The water miller. The wind miller. The gentlewoman. The launder. A boy, the least that can play.",Interlude,"Heywood, John",Comic Interlude,,"Awdely, John",,,,,F.4 (Aldersgate Without - Little Britain)
22.0,,A Play of Love,,1548,[1548?],1534.0,1534 [1533-1534],1534,Single-Play Playbook,None,16b,13304,,2,2,,Q1,"1 folio, 1 quarto",28 (?) [imperfect copy],,,,,,,,Yes,,,,"c. Apr-May, 1563: Enter to Thomas Colwell: ""these ballett<i>es</i> folowynge / ... of loue"".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes ... Love"".",Quarto,"Imperfect copy: lacks title leaf A1. In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to ""1548?"" (Appendix K, 2:1047).",[no title page],,,,,,Printed at London in Farster Laen by Iohñ Waley. Cum priuilegio ad imprimendum solum. [G4r] ,,,,,,,,,,,Inns of Court (?),"Heywood, John",Disputation,,"Copland, William (?)","Walley, John",,,,G.3 (Aldersgate Within - Foster Lane)
23.0,,"Pater, Filius, et Uxor, or The Prodigal Son",Vxor,1530,[1530?],1530.0,1530 [c.1530-1534(?)],1530,Single-Play Playbook,None,19a,20765.5,,1,1,,F1,1 folio,[imperfect copy],,,,,,,,Yes,,,,,Folio,Imperfect copy: survives in a single leaf only.,[no title page],,,,,,,,,,,,,,,,,Interlude,Anonymous,Interlude,,"Rastell, William",,,,,
24.0,,The Interlude of Youth,,1530,[c.1530],1514.0,1514 [1513-1514],1530,Single-Play Playbook,None,20a,14111,,1,1,,Q1,3 quartos,12 (?) [imperfect copy],"Three woodcuts of figures on title page, with blank labels",,,,,,,Yes,,,,"c. Aug-Sep, 1557: Entered to John Walley: ""these bokes Called ... youghte charyte and humylyte"".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes ... youthe"".",Quarto,"Imperfect copy: lacks everything after gathering A.  Since the fragment agrees page for page with Greg 20c, the edition presumably had the same number of leaves and perhaps the same collation (A-C<sup>4</sup>).","[HT] Thenterlude of youth,",,,,,,,,,,,,,,,,The interlude of youth,Interlude,Anonymous,Moral Interlude,,"Worde, Wynkyn de",,,,,
28.0,,The Four P's,Ps,1560,[1560?],1520.0,1520 [c.1520-1522],1544,Single-Play Playbook,None,21b,13301,,2,2,,Q2,3 quartos,20,,,,,,,,Yes,,,,"Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes ... iiijP"".",Quarto,,The playe called the foure P  A new and very mery enterlude of A Palmer. A  pardoner. A Poticary. A Pedler. ,Made by Iohn Heewode.,,,,,Imprinted at London by Wyllyam Copland. [E4v],,,,,,,,,,The play called the four p's a new and very merry interlude of a palmer a pardoner an apothecary a peddler made by john heywood,Interlude,"Heywood, John",Comic Interlude,,"Copland, William",,,,,
29.0,,The Four P's,Ps,1569,1569,1520.0,1520 [c.1520-1522],1544,Single-Play Playbook,None,21c,13302,,3,3,,Q3,3 quartos,20,,,,,,,,Yes,,,,"Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes ... iiijP"".",Quarto,,The Play called the foure P. A very mery Enterlude of A Palmer. A Pardoner. A Poticary. A Pedler.,,,,"Imprinted at London  at the long Shop adioyning vnto S. Mildreds Churche in the Pultrie, by Iohn Allde. Anno Domini. 1569. Septembris. 14.",FINIS q Ihon Heywood. [E4r],"Imprinted at London at the long Shop adioyning vnto S. Mildreds Churche in the Pultrie, by John Allde. [E4r]",,,,,,,,,,The play called the four p's a very merry interlude of a palmer a pardoner an apothecary a peddler imprinted at london at the long shop adjoining unto St. Mildred's Church in the poultry by john allde. Anno domini 1569 septembris 14,Interlude,"Heywood, John",Comic Interlude,,"Allde, John",,,,,O.1 (Royal Exchange - St. Mildred's Church)
30.0,,The Four Cardinal Virtues,,1545,[c.1545],1542.0,1542 [1537-1547],1545,Single-Play Playbook,None,21.5a,14109.7,,1,1,,Q1,1 quarto,[imperfect copy],,,,,,,,Yes,,,Woodcut [C4v],,Quarto,Imperfect copy: lacks everything before gathering C.,[no title page],,,,,"Thus endeth the enterlude of the .iiii. cardynal vertues, & y<sup>e</sup> vyces contrarye to them. [C4v]",Imprynted at London in Fletestrete. at the signe of y<sup>e</sup> George by Wyllyam Myddylton [C4v],,,,,,,,,,,Interlude,Anonymous,Moral Interlude,,"Middleton, William",,,,,W.9 (Fleet St. - St. Dunstan's Church / Clifford's Inn)
32.0,,The Chief Promises of God unto Man (God's Promises),Gods God,1577,1577,1538.0,1538,1547,Single-Play Playbook,None,22b,1306,,2,2,,Q2,2 quartos,16,,,,,,Yes,,Yes,Yes,,,,Quarto,,"A TRAGEDIE OR <i>Enterlude, manifesting the chiefe</i> promises of God vnto man, by all ages in the olde  Lawe, from the fall of Adam to the Incarnation of the Lorde Iesus Christe. ... Iohn.I. <i>In the </i>w<i>orlde (which no</i>w<i>e is Christ the eternall sonne of God) was life from the beginning, and that life was the lyght of men. The lyght yet shineth in the darknesse, but the darknesse comprehendeth it not.</i>",Compyled by Iohn Bale.  An. Do. 1538.,<i>Interlocutores</i>. [in double columns between pointed brackets] Pater cælestis.  Adam primus homo. | Iustus Noah.  Abraham fidelis. | Moises sanctus.  Dauid Rexpius. | Esaias Propheta.  Iohannes Baptista.,,"And now fyrst Imprinted.  1577. ... Imprinted at London by Iohn Charlewoode, for Stephen Peele. and are to be solde at his shoppe in Roode Lane.  1577.","Thus endeth this Tragedie or Enterlude, manifestinge the cheefe promices of God vnto man, by all ages in the olde lawe, from the fall of Adam, to the incarnation of the Lord Iesus Christ. <i>Compiled by Iohn Bale. Anno Dom.</i> 1<i>538.</i> [D4v]",,,,,,,,on title page [A1r],,,"A tragedy or interlude manifesting the chief promises of God unto man by all ages in the old law from the fall of adam to the incarnation of the lord jesus Christ compiled by john bale An. Do. 1538 and now first imprinted 1577. John 1 in the world (which now is Christ the eternal son of God) was life from the beginning and that life was the light of men. the light yet shineth in the darkness, but the darkness comprehendeth it not. interlocutors. pater caelestis. adam primus homo. Iustus noah. Abraham fidelis. Moses sanctus. david rexpius. esaias propheta. Iohannas baptista. imprinted at London by john charlewoode for Stephen peele and are to be sold at his shop in rood lane. 1577.",Interlude,"Bale, John",Anti-Catholic Mystery,,"Charlewood, John","Peele, Stephen",,,,P.7 (Leadenhall - Rood Lane)
36.0,,"Somebody, Avarice, and Minister (Somebody and Others, or The Spoiling of Lady Verity)",,1551,[1551?],1550.0,1550 [1547-1550(?)],1551,Single-Play Playbook,None,25a,14109.3,,1,1,,Q1,1 quarto,[imperfect copy],,,,,,,,Yes,,,,,Quarto,"Imperfect copy: survives in two leaves only. In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to ""1551?"" (Appendix K, 2:1048).",[no title page],,,,,,,,,,,,,,,,,Interlude,Anonymous,Anti-Catholic Moral,,"Copland, William (?)",,,,,
37.0,,Johan the Evangelist,John,1550,[c.1550],1520.0,1520 [c.1520-c.1557],1550,Single-Play Playbook,None,26a,14643,,1,1,,Q1,1 quarto,12,Woodcut of haloed evangelist on title page,,,,,,,Yes,,,,,Quarto,"In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney identifies the printer of this edition as the printer of <i>An Envoy from Thomas Smyth</i> (STC 22880.2) (Appendix K, 2:1048).",Here begynneth the enterlude of Iohan the Euangelyst.,,,,,Thus endeth the Enterlude of faynt Iohan the Euangelyste. [C4r],Imprynted at London in Foster laene by Iohñ Waley. [C4r],,,,,,,,,,Here beginneth the interlude of john the evangelist,Interlude,Anonymous,Moral Interlude,,[unknown],"Walley, John",,,,G.3 (Aldersgate Within - Foster Lane)
38.0,,"Interlude of Detraction, Light Judgment, Verity, and Justice",Enterlude,1550,[c.1550],1550.0,[c.1550],1550,Single-Play Playbook,None,not in Greg,14109.2,,1,1,,Q1,1 quarto,[imperfect copy],,,,,,,,,,,,,Quarto,This edition is not in Greg. Imperfect copy: survives in only five fragments composing most of leaves E1 and E3. ,[no title page],,,,,,,,,,,,,,,,,Interlude,Anonymous,not in Annals,,[unknown],,,,,
40.0,,Troas,,1559,1559,1559.0,1559,1559,Single-Play Playbook,None,28a,22227,,1,1,,Oc1,"3 octavos, 1 quarto in collection",44,,Yes,,Yes,Yes,Yes,,Yes,,,,"c. Jan 14, 1559: Entered to Richard Tottell: ""a treat<i>es</i> of senaca"".",Octavo,,"<i>THE SIXT  TRAGEdie</i> ... entituled Troas, with diuers and sundrye addicions to the same. ","<i>of the most graue and prudent</i> author Lucius, Anneus, Seneca, ... Newly set forth in Englyshe by Iasper Heywood studient in Oxenforde.",,,Anno domini. 1559. <i>Cum priuilegio ad imprimendum solum</i>.,,"Imprinted at London in Fletestrete within Temple barre, at the signe of the hand and starre, by Richard Tottyll. <i>Cum priuilegio ad imprimendum solum</i>. [F3v] ","""The epistle"" <i>to</i>: Elizabeth I, Queen; <i>from</i>: Jasper Heywood [A2r]",,"""The preface"" ""To the Readers"" [A3v]",,,,"""The speakers in this tragedie"" [A6v]",,"""The preface to the tragedie"" (prologue or argument) [A5r]",The sixth tragedy of the most grave and prudent author lucius annaeus seneca entitled troas with divers and sundry additions to the same newly set forth in english by jasper heywood student in oxford. Anno domini 1559 cum privilegio ad imprimendum solum,Closet Translation,"Heywood, Jasper; Seneca",Tragedy,,"Tottell, Richard",,,,,W.13 (Fleet St. - Middle Temple)
42.0,,Troas,,1562,[1562?],1559.0,1559,1559,Single-Play Playbook,None,28c,22228,,3,3,,Oc3,"3 octavos, 1 quarto in collection",44,,Yes,,Yes,Yes,Yes,,Yes,,Yes,,"c. Jan 14, 1559: Entered to Richard Tottell: ""a treat<i>es</i> of senaca"".",Octavo,,"THE SIXT <i>Tragedie</i> ... entituled Troas, with diuers & sundrie addicions to the same","<i>of the most graue</i> and prudent author Lucius, Anneus, Seneca, ... Newly set foorth in Englishe by Iasper Heywood, studient in Oxenforde.",,,"<i>Imprinted at London by Thomas Powell, for George Bucke</i>.",,,"""The epistle"" <i>to</i>: Elizabeth I, Queen; <i>from</i>: Jasper Heywood [A2r]",,"""The preface"" ""To the Readers"" [A3v]",,,,"""The speakers in this tragedie"" [A6v]",,"""The preface to the tragedie"" (prologue or argument) [A5r]",The sixth tragedy of the most grave and prudent author lucius annaeus seneca entitled troas with divers and sundry additions to the same newly set forth in english by jasper heywood student in oxford. Imprinted at london by thomas powell for george buck,Closet Translation,"Heywood, Jasper; Seneca",Tragedy,,"Powell, Thomas","Buck, George",,,,
44.0,,Impatient Poverty,,1560,1560,1547.0,1547 [c.1547-1558],1560,Single-Play Playbook,None,30a,14112.5,,1,1,,Q1,2 quartos,18,,,,,,Yes,,Yes,,,,"Jun 10, 1560: Entered to John King: ""these Copyes ... impaciens poverte"".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes ... ympacient pou<i>er</i>tie"".",Quarto,,A Newe Interlude of Impacyente pouerte ,,"Foure men may well and easelye playe thys Interlude. Peace and Coll hassarde and Cōscyence, for one man. Haboundaunce and mysrule for another man. Imapaciente pouerte, Prosperyte, and pouerte, for one man. Enuye and the sommer for another man.",,newlye Imprynted. M.U.LX. ,Thus endeth the enterlute called Impacyente pouertye. [E2v],"Imprinted at London, in Paules Churche yearde at the Sygne of the Swane by Iohn Kynge. [E2v] ",,,,,,,on title page [<i>A</i>1r],,,A new interlude of impatient poverty newly imprinted. MVLX four men may well and easily play this interlude peace and colhazard and conscience for one man abundance and misrule for another man impatient poverty prosperity and poverty for one man envy and the summoner for another man,Interlude,Anonymous,Moral Interlude,,"King, John",,,,,A.5 (Paul's Churchyard - Cheap Gate Area)
49.0,,Nice Wanton,,1565,[1565?],1550.0,1550 [1547-1553],1560,Single-Play Playbook,None,31b,25017,,2,2,,Q2,2 quartos,10,,,,,,Yes,,Yes,Yes,,"""The Song"" [C2v]","Jun 10, 1560: Entered to John King: ""these Copyes ... nyce wanton"".",Quarto,,"A pretie Enterlude called Nice wanton. [in single column] Wherin ye may see, | Three braunches of an il tree<i>:</i> | The mother and her Children three,  | Two naught, and one godly. | Early sharp, that wilbe thorne, | Soone il, that  wil be naught<i>:</i> | To be naught better vnborne, | Better vnfed then naughtily  taught.",,"[in single column] Players. | The messenger. [in double columns] Barnabas.  Iniquitie, bayly arrant. | Ismael.  Xantippe. | Dalila.  Worldly shame. | Eulalia.  Daniel the Iudge.","Et magnum magnos, pueros perilia decus.","Imprinted at London at the long Shop adioyning vnto Saint Mildreds Church in the Pultrie, by Iohn Allde.",,"Imprinted at London at the long Shop adioyning vnto Saint Mildreds Church in the Pultrie, by Iohn Allde. [C2v]",,,,,,,on title page [A1r],,,"A pretty interlude called nice wanton wherein ye may see three branches of an ill tree the mother and her children three two naught and one godly early sharp that will be thorn soon ill that will be naught to be naught better unborn better unfed than naughtily taught. Et magnum magnos, pueros puerilia decus players the messenger barnabas iniquity baily arrant ishmael xanthippe dalila worldly shame eulalia Daniel the judge imprinted at london at the long shop adjoining unto saint mildred's church in the poultry by john allde",Interlude,Anonymous,Anti-Catholic Moral,,"Allde, John",,,,,O.1 (Royal Exchange - St. Mildred's Church)
50.0,,Godly Queen Esther,Hester,1561,1561,1527.0,1527 [1525-1529],1561,Single-Play Playbook,None,33a,13251,,1,1,,Q1,1 quarto,24,,,,,,Yes,,Yes,,,,"c. Jan-Feb, 1561: Entered to William Pickering: ""a playe of quene hester"".",Quarto,,"A newe enterlude drawen oute of the holy scripture of  godly queene Hester, verye necessary ... Com nere vertuous matrons & womē kind | Here may ye learne of Hesters duty, | In all comlines of vertue you shall finde | How to behaue your selues in humilitie.",newly made,The names of the players. [in double columns] The prologue   Pryde. | King Assuer[us].  Adulation. | iii. gentlemen   Ambition. | Aman.  Hardy dardy. | Mardocheus   A Iewe. | Hester.   Arbona. | Pursueuant.   Scriba.,,"and imprinted, this present yere.  M.D.LXI.",,"Imprynted at London by Wyllyam Pickerynge and Thomas Hacket, and are to be solde at theyre shoppes. [F3v]",,,,,,,on title page [A1r],,,A new interlude drawn out of the holy scripture of godly queen Esther very necessary newly made and imprinted this present year MDLXI come near virtuous matrons and womenkind here may ye learn of Esther's duty in all comeliness of virtue you shall find how to behave yourselves in humility the names of the players the prologue pride king ahasuerus adulation iii gentlemen ambition haman hardy dardy mordechai a jew esther arbona pursuivant scribe,Interlude,Anonymous,Biblical Interlude,,[unknown],"Pickering, William; Hacket, Thomas",,,,
