Text,Label
"fect,"",""                  Blood ſprinkled, ſprings: blood ſpilt, craues due reuenge:"",""                  Whereupon he writes, Creſſe cruor,"",""                  "",""                  "",""                     Sanguis ſatietur, ſanguine creſſe,"",""                  "",""                  "",""                     Quod ſpero ſcitio: O ſcitio ſcitio, vendicta."",""                  "",""               "",""            "",""            "",""               Poe."",""               What maner of man was this Richard Duke o",Non
"f Gloſter?"",""               "",""            "",""            "",""               Tru."",""               "",""                  A man ill ſhaped, crooked backed, lame armed, withall,"",""                  Valiantly minded, but tyrannous in authoritie,"",""                  So during the minoritie of the yoong Prince,"",""                  He is made Lord Protector ouer the Realme."",""                  Gentiles ſuppoſe that Edward now hath raigned"",""                  "",""                     Full two and twentie ",Non
"yeares, and now like to die,"",""                  Hath ſummond all his Nobles to the Court,"",""                  To ſweare alleageance with the Duke his brother,"",""                  For truth vnto his ſonne the tender Prince,"",""                  Whoſe fathers ſoule is now neare flight to God,"",""                  Leauing behind two ſonnes of tender age,"",""                  Fiue daughters to comfort the hapleſſe Queene,"",""                  All vnder the protection of the Duke of Gloſter:"",""         ",Non
"         "",""                  Thus gentles, excuſe the length by the matter,"",""                  And here begins▪ Truthes Pageant, Poetrie"",""                  Wend with me."",""               "",""            "",""            Exeunt."",""            Enter Edward the fourth, Lord Haſtings, Lord Marcus, and Elizabeth. To them Richard."",""            "",""            "",""               Haſtings."",""               Long liue my ſoueraigne, in all happineſſe."",""            "",""            "",""               Marcus.""",Non
",""               "",""                  An honourable age with Creſſus wealth,"",""                  Hourely attend the perſon of the King."",""               "",""            "",""            "",""               King."",""               And welcome you Peeres of England vnto your King."",""            "",""            "",""               Haſt."",""               For our vnthankfulneſſe the heauens hath throwne thee downe."",""            "",""            "",""               Mar."",""               I feare for our ingratitud",Non
"e, our angry God doth frowne."",""            "",""            "",""               King."",""               "",""                  Why Nobles, he that laie me here,"",""                  Can raiſe me at his pleaſure."",""                  But my deare friends and kinſmen,"",""                  In what eſtate I now lie it is ſeene to you all,"",""                  And I feele my ſelfe neare the dreadfull ſtroke of death."",""                  And the cauſe that I haue requeſted you in friendly wiſe"",""               ",Non
"   To meete togither is this,"",""                  That where malice & enuy ſowing ſedition in the harts of men"",""                  So would I haue that admoniſhed and friendly fauours,"",""                  Ouercome in the heart of yon Lord Marcus and Lord Haſtings"",""                  "",""                  Both, for how I haue gouerned theſe two and twentie yeares,"",""                  I leaue it to your diſcretions."",""                  The malice hath ſtill bene an enemy to you both,"",""            ",Non
"      That in my life time I could neuer get any lege of amity betwixt you,"",""                  Yet at my death let me intreate you to imbrace each other,"",""                  "",""                     That at my laſt departure you may ſend my ſoule"",""                  To the ioyes celeſtiall:"",""                  For leauing behinde me my yoong ſonne,"",""                  Your lawfull King after my deceaſe,"",""                  May be by your wiſe and graue counſell ſo gouerned,"",""                  W",Non
"hich no doubt may bring comfort"",""                  To his famous realme of England."",""                  But (what ſaith Lord Marcus and Lord Haſtings)"",""                  What not one word? nay then I ſee it will not be,"",""                  For they are reſolute in their ambition."",""               "",""            "",""            "",""               Elizabeth."",""               "",""                  Ah yeeld Lord Haſtings,"",""                  And ſubmit your ſelues to each other:"",""                  A",Non
"nd you Lord Marcus, ſubmit your ſelfe,"",""                  See here the aged King my father,"",""                  How he ſues for peace betwixt you both:"",""                  Conſider Lord Marcus, you are ſon to my mother the Queene,"",""                  And therefore let me intreat you to mittigate your wrath,"",""                  And in friendly ſort, imbrace each other."",""               "",""            "",""            "",""               King."",""               "",""                  Nay ceaſe thy ſpeec",Non
"h Elizabeth,"",""                  It is but folly to ſpeake to them,"",""                  For they are reſolute in their ambitious mindes,"",""                  Therefore Elizabeth, I feele my ſelfe at the laſt inſtant of death,"",""                  And now muſt die being thus tormented in minde."",""               "",""            "",""            "",""               Haſt."",""               "",""                  May it be that thou Lord Marcus,"",""                  That neither by intreatie of the Prince,"",""  ",Non
"                curtuous word of Elizabeth his daughter,"",""               "",""               May withdraw thy ambition from me."",""            "",""            "",""               Marc."",""               "",""                  May it be that thou Lord Haſtings,"",""                  Canſt not perceiue the marke his grace aimes at."",""               "",""            "",""            "",""               Hast."",""               No I am reſolute, except thou ſubmit."",""            "",""            "",""               Marc.",Non
""",""               "",""                  If thou beeſt reſolute giue vp the vpſhot,"",""                  And perhaps thy head may paie for the loſſes"",""               "",""            "",""            "",""               King."",""               "",""                  Ah Gods, ſith at my death you iarre,"",""                  What will you do to the yoon▪ Prince after my deceaſe?"",""                  For ſhame I ſay, depart from my preſence, and leaue me to my ſelf,"",""                  For theſe words ſtrikes a",Non
" ſecond dying to my ſoule:"",""                  "",""                     Ah my Lords, I thought I could haue commanded"",""                  A greater thing then this at your hands,"",""                  But ſith I cannot, I take my leaue of you both,"",""                  And ſo depart and trouble me no more."",""               "",""            "",""            "",""               Hast."",""               "",""                  With ſhame and like your Maieſtie I ſubmit therfore,"",""                  Crauing humble",Non
" pardon on my knees,"",""                  And would rather that my body ſhal be a pray to mine enemy,"",""                  Rather then I will offend my Lord at the houre"",""                  And inſtance of his death."",""               "",""            "",""            "",""               King."",""               "",""                  Ah thankes Lord Haſtings."",""               "",""            "",""            "",""               Eliza."",""               "",""                  Ah yeeld Lord Marcus, ſith Lord Haſtings",Non
""",""                  Is contentented to be vnited."",""               "",""            "",""            "",""               King."",""               Ah yeeld Lord Marcus, thou art too obſtinate."",""            "",""            "",""               Marc."",""               "",""                  My gracious Lord, I am content,"",""                  And humbly craue your graces pardon on my knee,"",""                  For my foule offence,"",""                  And ſee my Lord my breſt opened to mine aduerſary,"",""         ",Non
"         That he may take reuenge, then once it ſhall be ſaid,"",""                  I will offend my gratious ſuffereigne."",""               "",""            "",""            "",""               King."",""               Now let me ſee you friendly giue one an other your hands."",""            "",""            "",""               Haſt."",""               "",""                  With a good will ant like your grace,"",""                  Therefore Lord Marcus take here my hand,"",""                  Which was once vowde a",Non
"nd ſworne to be thy death,"",""                  But now through intretie of my Prince,"",""                  I knit a league of amitie for euer."",""               "",""            "",""            "",""               Mar."",""               "",""                  Well Lord Haſtings, not in ſhow but in deed,"",""                  Take thou here my hand, which was once vowed▪"",""                  "",""                  To a ſhiuered thy bodie in peecemeales,"",""                  That the foules of the ayre ſhould hau",Non
"e fed"",""                  Their yoong withall,"",""                  But now vpon aleageance to my Prince, I vow perfect loue▪"",""                  "",""                  And liue friendſhip for euer."",""               "",""            "",""            "",""               King."",""               Now for confirming of it, here take your oathes."",""            "",""            "",""               Haſt."",""               "",""                  If I Lord Haſtings falcifie my league of friendſhip"",""                  Vowd",Non
"e to Lord Marcus, I craue confuſion."",""               "",""            "",""            "",""               Marcus."",""               Like oath take I, and craue confuſion."",""                     〈2 pages missing〉"",""                  "",""               "",""            "",""            "",""               "",""               King."",""               Confuſion."",""               Now my Lords, for your yoong King, that lieth now at Ludlo,"",""               "",""               Attended with Earle Riuers, Lord Gray, his ",Non
"two vnkles,"",""               And the reſt of the Queenes kindred,"",""               I hope you will be vnto him as you haue bene to me,"",""               His yeares are but yoong, thirteene at the moſt,"",""               Vnto whoſe gouernment, I commit to my brother the Protector,"",""               But to thee Elizabeth my daughter,"",""               I leaue thee in a world of trouble,"",""               And commend me to thy mother, to all thy ſiſters,"",""               And eſpecially I giue thee this ",Non
"in charge vpon & at my death,"",""               Be loyall to thy brother during his authoritie,"",""               As thy selfe art vertuous, let thy praiers be modeſt,"",""               Still be bountifull in deuotion."",""               And thus leauing thee with a kiſſe, I take my laſt farwell,"",""               For I am ſo ſleepie, that I muſt now make an ende,"",""               And here before you all, I commit my ſoule to almighty God,"",""               My ſauiour, and ſweet redeemer, my bodie to t",Non
"he earth,"",""               My Scepter and Crowne to the yoong Prince my ſonne:"",""               And now Nobles, draw the Curtaines and depart."",""               He that made me ſaue me,"",""               Vnto whoſe hands I commit my ſpirit."",""            "",""            The King dies in his bed."",""            Enter Shores wife, and Hurſly her mayde."",""            "",""               Shorſe."",""               O Fortune, wherefore wert thou called Fortune?"",""               But that thou art fortunate?"",",Non
"""               Thoſe whom thou fauoureſt be famous,"",""               Meriting mere mercie,"",""               And fraught with mirrors of magnanimitie,"",""               And Fortune I would thou hadſt neuer fauoured me."",""            "",""            "",""               Hurſ."",""               Why miſtreſſe, if you exclaime againſt Fortune,"",""               You condemne your ſelfe▪"",""               "",""               "",""               For who hath aduanced you but Fortune?"",""            "",""            """,Non
",""               Shorſe."",""               I as ſhe hath aduanced me,"",""               So may ſhe throw me downe:"",""               But Hurſly, doeſt not heare the King is ſicke?"",""            "",""            "",""               Hurſ."",""               Yes miſtreſſe, but neuer heard that euerie ſicke man died."",""            "",""            "",""               Shore."",""               Ah Hurſly, my minde preſageth"",""               Some great miſhaps vnto me,"",""               For laſt time I ſaw the King, m",Non
"e thought"",""               Gaſtly death approached in his face,"",""               For thou knowest this Hurſly, I haue bene good to all,"",""               And ſtill readie to preferre my friends,"",""               To what preferment I could,"",""               For what was it his grace would deny Shores wife?"",""               Of any thing, yea were it halfe his reuenewes,"",""               I know his grace would not ſee me want,"",""               And if his grace ſhould die,"",""               As heauens",Non
" forfend it ſhould be ſo,"",""               I haue left me nothing now to comfort me withall,"",""               And then thoſe that are my foes will triumph at my fall,"",""               But if the King ſcape, as I hope he will,"",""               Then will I feather my neaſt,"",""               That blow the ſtormie winter neuer ſo cold,"",""               I will be throughly prouided for one:"",""               But here comes Lodwicke, ſeruant to Lord Haſtings,"",""               How now Lodwicke, what new",Non
"es?"",""            "",""            Enters Lodwicke."",""            "",""            "",""               Lod."",""               Miſtreſſe Shore, my Lord would requeſt you"",""               To come and ſpeake with him."",""            "",""            "",""               Shore."",""               I will Lodwicke."",""               But tell me what newes, is the King recouered?"",""            "",""            "",""               Lod."",""               I miſtreſſe Shore, he hath recouered"",""               That he long look",Non
"t for."",""            "",""            "",""               Shore."",""               Lodwicke, how long is it ſince"",""               He began to mend?"",""            "",""            "",""               "",""               Lod."",""               Euen when the greateſt of his torments had left him."",""            "",""            "",""               Shore."",""               But are the nobles agreed to the contentment of the Prince?"",""            "",""            "",""               Lod."",""               The Nobles and P",Non
"eeres are agreed as the King would wiſh them."",""            "",""            "",""               Shorſe."",""               Lodwicke thou reuiueſt me."",""            "",""            "",""               Lod."",""               I but few thought that the agreement and his life would haue ended togither."",""            "",""            "",""               Shore."",""               Why Lodwicke is he dead."",""            "",""            "",""               Lod."",""               In briefe miſtreſſe Shore, he hath changed h",Non
"is life."",""            "",""            "",""               Shorſe."",""               "",""                  His life, ah me vnhappie woman,"",""                  Now is miſery at hand,"",""                  Now will my foes tryumph at this my fall,"",""                  Thoſe whom I haue done moſt good, will now forſake me."",""                  Ah Hurſly, when I enterteined thee firſt,"",""                  I was farre from change, ſo was I Lodwicke,"",""                  When I reſtored thee thy lands."",""      ",Non
"            Ah ſweete Edward, farwell my gracious Lord and ſouereigne,"",""                  For now ſhall Shores wife be a mirrour and looking glaſſe,"",""                  To all her enemies."",""                  Thus ſhall I finde Lodwicke, and haue cauſe to ſay,"",""                  That all men are vnconſtant."",""               "",""            "",""            "",""               Lod."",""               "",""                  Why miſtreſſe Shore, for the loſſe of one friend,"",""                  Will you ab",Non
"andon the reſt that wiſh you well?"",""               "",""            "",""            "",""               Shore."",""               "",""                  Ah Lodwicke I muſt, for when the tree decaies"",""                  Whoſe fruitfull branch haue flouriſhed many a yeare,"",""                  Then farewell thoſe ioyfull dayes and oſſpring of my heart,"",""                  But ſay Lodwicke, who hath the King made Protector"",""                  During the innormitie of the yoong Prince."",""               "",""  ",Non
"          "",""            "",""               Lod."",""               He hath made his brother Duke of Gloster Protector."",""            "",""            "",""               Shore."",""               "",""                  Ah me, then comes my ruine and decaie,"",""                  For he could neuer abide me to the death,"",""                  No he alwaies hated me whom his brother loued ſo well,"",""                  Thus muſt I lament and ſay, all the world is vnconſtant."",""               "",""            "",""   ",Non
"         "",""               Lod."",""               "",""                  But miſtreſſe Shore, comfort your ſelfe,"",""                  And thinke well of my Lord,"",""                  "",""                     Who hath alway bene a helper vnto you."",""               "",""            "",""            "",""               Shorſe."",""               "",""                  Indeed Lodwicke to condemne his honour I cannot,"",""                  For he hath alway bene my good Lord,"",""                  For as the world is f",Non
"ickle, ſo changeth the minds of men."",""               "",""            "",""            "",""               Lod."",""               "",""                  Why miſtreſſe Shore, rather then want ſhould oppreſſe"",""                  You, that litle land which you beg'd for me of the King,"",""                  Shall be at your diſpoſe."",""               "",""            "",""            "",""               Shorſe."",""               Thanks good Lodwicke."",""            "",""            Enters a Citizen, and Morton a ſeruin",Non
"g man."",""            "",""               Citi."",""               "",""                  O maiſter Morton, you are very welcome met,"",""                  I hope you thinke on me for my mony."",""               "",""            "",""            "",""               Mor."",""               "",""                  I pray ſir beare with me, and you ſhall haue it,"",""                  With thankes too."",""               "",""            "",""            "",""               Citi."",""               "",""                  Nay, I pray ",Non
"ſir let me haue my mony,"",""                  For I haue had thankes and too much more then I lookt for."",""               "",""            "",""            "",""               Mor."",""               "",""                  In faith ſir you ſhall haue it,"",""                  But you muſt beare with me a litle,"",""                  But ſir, I maruell how you can be ſo greedie for your mony,"",""                  When you ſee ſir, we are ſo vncertaine of our owne."",""               "",""            "",""            """,Non
",""               Citi."",""               "",""                  How ſo vncertaine of mine owne?"",""                  Why doeſt thou know any bodie wil come to rob me?"",""               "",""            "",""            "",""               Mor."",""               Why no."",""            "",""            "",""               Citi."",""               Wilt thou come in the night and cut my throate?"",""            "",""            "",""               Mor."",""               No."",""            "",""            "",""               Citi",Non
"."",""               "",""                  Wilt thou and the reſt of thy companions,"",""                  Come and ſet my houſe on fire?"",""               "",""            "",""            "",""               Mor."",""               Why no, I tell thee."",""            "",""            "",""               Citi."",""               Why how ſhould I then be vncertaine of mine owne?"",""            "",""            "",""               Mor."",""               Why ſir, by reaſon the King is dead."",""            "",""            "","" ",Non
"              Citi."",""               "",""                  O ſir! is the King dead?"",""                  I hope he hath giuen you no quittance for my debt."",""               "",""            "",""            "",""               Mor."",""               "",""                  No ſir, but I pray ſtaie a while, and you ſhall haue it"",""                  Aſſoone as I can."",""               "",""            "",""            "",""               Citi."",""               "",""                  Well I muſt be content, where nothi",Non
"ng is to be had,"",""                  The King looſeth his right they ſay,"",""                  But who is this?"",""               "",""            "",""            "",""               "",""               Mor."",""               "",""                  Marry ſir it is miſtreſſe Shore,"",""                  To whom I am more beholding too for my ſeruice,"",""                  Then the deereſt friend that euer I had."",""               "",""            "",""            "",""               Citi."",""               And I for my ",Non
"ſonnes pardon."",""            "",""            "",""               Mor."",""               Now miſtreſſe Shore, how fare you?"",""            "",""            "",""               Shore."",""               "",""                  Well Morton, but not ſo wel as thou haſt knowne me,"",""                  For I thinke I ſhalbe driuen to try my friends one day."",""               "",""            "",""            "",""               Mor."",""               "",""                  God forfend miſtreſſe Shore,"",""                  And ",Non
"happie be that Sunne ſhall ſhine vpon thee,"",""                  For preſeruing the life of my ſonne."",""               "",""            "",""            "",""               Shore."",""               "",""                  Gramercies good father,"",""                  But how doth thy ſonne, is he well?"",""               "",""            "",""            "",""               Citi."",""               The better that thou liues, doth he."",""            "",""            "",""               Shore."",""               "",""          ",Non
"        Thankes father, I am glad of it,"",""                  But come maiſter Lodwicke ſhall we go?"",""                  And you Morton, youle beare vs company."",""               "",""            "",""            "",""               Lod."",""               "",""                  I miſtreſſe Shore,"",""                  For my Lord thinkes long for our comming."",""               "",""            "",""            Exit omnes."",""            "",""               Citi."",""               "",""                  There there, huf",Non
"fer, but by your leaue,"",""                  The Kings death is a maime to her credit,"",""                  But they ſay, there is my Lord Haſtings in the Court,"",""                  He is as good as the Aſe of hearts at maw,"",""                  Well euen as they brew, ſo let them bake for me:"",""                  But I muſt about the ſtreetes, to ſee and I can meete"",""                  With ſuch cold cuſtomers as they I met withall euen now,"",""                  Maſſe if I meete with no better,"",""  ",Non
"                I am like to keepe a bad hoſhold of it."",""               "",""            "",""            Exit."",""            Enters Richard, ſir William Caſbe, Page of his chamber, and his traine."",""            "",""               Rich."",""               "",""                  My friends depart,"",""                  The houre commands your abſence."",""                  Leaue me, and euery man looke to his charge."",""               "",""            "",""            "",""               Exit traine."",""            ",Non
""",""               "",""               Casbie."",""               "",""                  Renowned and right worthie Protector,"",""                  Whoſe excelency far deſerues the name of king then protector,"",""                  Sir William Casbie wiſheth my Lord,"",""                  That your grace may ſo gouerne the yoong Prince,"",""                  That the Crowne of England may flouriſh in all happineſſe."",""               "",""            "",""            "",""               Rich."",""               "",""   ",Non
"               Ah yoong Prince, and why not I?"",""Exit Casbie."",""                  "",""                  Or who ſhall inherit Plantagines but his ſonne?"",""                  And who the King deceaſed, but the brother?"",""                  Shall law bridle nature, or authoritie hinder inheritance?"",""                  No, I ſay no: Principalitie brookes no equalitie,"",""                  Much leſſe ſuperioritie,"",""                  And the title of a King, is next vnder the degree of a God,"",""         ",Non
"         For if he be worthie to be called valiant,"",""                  That in his life winnes honour, and by his ſword winnes riches,"",""                  Why now I with renowne of a ſouldier, which is neuer ſold but"",""                  By waight, nor changed but by loſſe of life,"",""                  I reapt not the gaine but the glorie, and ſince it becommeth"",""                  A ſonne to maintaine the honor of his deceaſed father,"",""                  Why ſhould not I hazard his dignitie by m",Non
"y brothers ſonnes?"",""                  To be baſer then▪ "",""                     "",""                        〈…〉"",""                      I diſdaine,"",""                  And to be more then Protector, the law deny,"",""                  Why my father got the Crowne, my brother won the Crowne,"",""                  And I will weare the Crowne,"",""                  Or ile make them hop without their crownes that denies me:"",""                  Haue I remoued ſuch logs out of my ſight, as my brother Clarē",Non
"ce"",""                  "",""                  And king Henry the ſixt, to ſuffer a child to ſhadow me,"",""                  Nay more, my nephew to disinherit me,"",""                  Yet moſt of all, to be releaſed from the yoke of my brother"",""                  As I terme it, to become ſubiect to his ſonne,"",""                  No death nor hell ſhal not withhold me, but as I rule I wil raign,"",""                  And ſo raign that the proudeſt enemy ſhall not abide"",""                  The ſharpeſt ſ",Non
"houre. Why what are the babes but a puffe of"",""                  Gun-pouder? a marke for the ſoldiers, food for fiſhes,"",""                  Or lining for beds, deuices enough to make them away,"",""                  Wherein I am reſolute, and determining, needs no counſell,"",""                  Ho, whoſe within?"",""               "",""            "",""            "",""               Enters Page and Perciuall."",""            "",""               Perc."",""               May it pleaſe your Maieſtie."",""           ",Non
" "",""            "",""               Richard."",""               Ha villaine, Maieſtie."",""            "",""            "",""               Per."",""               I ſpeake but vpon that which ſhalbe my good Lord."",""            "",""            "",""               Rich."",""               But whats he with thee?"",""            "",""            "",""               Page."",""               "",""                  A Meſſenger with a letter from the right honourale"",""                  The Duke of Buckingham."",""                ",Non
"  "",""               "",""            "",""            Exit Page."",""            "",""               Rich."",""               "",""                  Sirra giue place."",""                  Ah how this title of Maieſtie, animates me to my purpoſe,"",""                  Riſe man, regard no fall, haply this letter brings good lucke,"",""                  May it be, or is it poſſible,"",""                  Doth Fortune ſo much fauour my happineſſe▪"",""                  "",""                  That I no ſooner deuiſe, but ſ",Non
"he ſets abroach?"",""                  Or doth ſhe but to trie me, that raiſing me aloft,"",""                  My fall may be the greater, well laugh on ſweete change,"",""                  Be as be may, I will neuer feare colours nor regard ruth,"",""                  Valour brings fame, and fame conqueres death."",""                  Perciuall."",""               "",""            "",""            "",""               Per."",""               My Lord."",""            "",""            "",""               Rich."",""         ",Non
"      "",""                  For ſo thy letter declares thy name,"",""                  Thy truſt to thy Lord, is a ſufficient warrant"",""                  That I vtter my minde fully vnto thee,"",""                  And ſeeing thy Lord and I haue bene long foes,"",""                  And haue found now ſo fit opportunitie to ioyne league,"",""                  To alaie the proude enemy, tell him thus as a friend,"",""                  I do accept of his grace, and will be as readie to put in practiſe"",""    ",Non
"              To the vttermoſt of my power, what ere he ſhalbe to deuiſe,"",""                  But whereas he hath writ that the remouing of the yoong"",""                  Prince from the Queenes friends might do well,"",""                  Tell him thus, it is the only way to our purpoſe,"",""                  For he ſhall ſhortly come vp to London to his Coronation,"",""                  At which inſtant, we will be both preſent,"",""                  And where by the helpe of thy Lord, I will ſo plaie ",Non
"my part,"",""                  That ile be more then I am, and not much leſſe then I looke for"",""                  No nor a haire bredth from that I am,"",""                  "",""                     Aiudge thou what it is Perciual."",""                  "",""               "",""            "",""            "",""               Perc."",""               God ſend it my Lord, but my Lord willed me to ſatiſfie you, and to tell you by word of mouth that he hath in readineſſe a braue company of men."",""            "",""  ",Non
"          "",""               Rich."",""               What power hath he?"",""            "",""            "",""               Per."",""               A braue band of his owne."",""            "",""            "",""               Rich."",""               What number?"",""            "",""            "",""               Per."",""               My Lord, to the number of fiue hundreth footmen. And horſmen ayders vnto him, is my Lord Chamberlaine, and my Lord Haſtings."",""            "",""            "",""               Rich."",""  ",Non
"             Sounes, dares he truſt the Lord Haſtings."",""            "",""            "",""               Per."",""               I my Lord as his owne life, he is ſecret I warrant you."",""            "",""            "",""               Rich."",""               Well Perciuall, this matter is waightie and muſt not be ſlipt, therefore return this anſwere to thy Lord, that to morrow I will meet him, for to day I cannot, for now the funerall is paſt I muſt ſet a ſcreene before the fire for feare of ſuſpition: a",Non
"gain, I am now to ſtrengthen my ſelfe by the controuerſie that is betwixt the kindred of the King deceaſt, and the Queene thats liuing, the yoong Prince is yet in hucſters handling, and they not throughly friendes, now muſt I ſo worke, that that water that driues the mill may drowne it. I climbe Perciuall, I regard more the glorie then the gaine, for the very name of a King redouble a mans life with fame, when death hath done his worſt, and ſo commend me to thy Lord, and take thou this for thy p",Non
"aines."",""            "",""            "",""               Per."",""               I thanke your grace, I humbly take my leaue."",""            "",""            Exit Perciual."",""            "",""               Rich."",""               Why ſo, now Fortune make me a King, Fortune giue me a kingdome, let the world report the Duke of Gloſter was a King, therefore Fortune make me King, if I be but King for a yeare, nay but halfe a yeare, nay a moneth, a weeke, three dayes, one day, or halfe a day, nay an houre, ſwo",Non
"unes half an houre, nay ſweete Fortune, clap but the Crowne on my head, that the vaſſals may but once ſay, God ſaue King Richards life, it is inough. Sirrha, who is there?"",""            "",""            Enters Page."",""            "",""            "",""               Page."",""               My Lord."",""            "",""            "",""               "",""               Rich."",""               What heareſt thou about the Court?"",""            "",""            "",""               Pag."",""               "",""            ",Non
"      Ioy my Lord of your Protectorſhip for the moſt part,"",""                  Some murmure, but my Lord they be of the baſer ſort."",""               "",""            "",""            "",""               Rich."",""               "",""                  A mightie arme wil ſway the baſer ſort, authority doth terrifie."",""                  But what other newes heareſt thou?"",""               "",""            "",""            "",""               Pag."",""               This my Lord, they ſay the yong king is comming vp t",Non
"o his coronation, attended on by his two vnkles, Earle Riuers & Lord Gray, and the reſt of the Queenes kindred."",""            "",""            "",""               Rich."",""               A parlous bone to ground vpon, and a ruſh ſtifly knit, which if I could finde a knot, I would giue one halfe to the dogs and ſet fire on the other."",""            "",""            "",""               Pag."",""               It is reported my Lord, but I know not whether it be true or no, that the Duke of Buckingham is vp in",Non
" the Marches of Wales with a band of men, and as they ſay, hee aimes at the Crowne."",""            "",""            "",""               Rich."",""               Tuſh a ſhadow without a ſubſtance, and a feare without a cauſe: but yet if my neighbours houſe bee on fire, let me ſeeke to ſaue mine owne, in truſt is treaſon, time ſlippth, it is ill ieſting with edge tooles, or dallying with Princes matters, Ile ſtrike whillſt the yron is hote, and Ile truſt neuer a Duke of Buckingham, no neuer a Duke in the",Non
" world, further then I ſee him. And ſirrha, ſo follow me."",""            "",""            Exit Richard."",""            "",""               Pag."",""               I ſee my Lord is fully reſolued to climbe, but how hee climbes ile leaue that to your iudgements, but what his fall will be thats hard to ſay: But I maruell that the Duke of Buckingham and he are now become ſuch great friends, who had wont to loue one another ſo well as the ſpider doth the flie: but this I haue noted, ſince he hath had the cha",Non
"rge of Protector, how many noble men hath fled the realme, firſt the Lord Marcus ſonne to the Queene, the Earle of Weſtmorland and Northumberland, are ſecretly fled: how this geare will cotten I know not. But what do I medling in ſuch matters, that ſhould medle with the vntying of my Lordes points, faith do euen as a great many do beſide, medle with Princes matters ſo long, til they proue themſelues beggars in the end. Therfore I for feare I ſhould be taken nipping with any words, Ile ſet a lock",Non
