Text,Label
"         Buck."",""               All in this place are thy betters farre."",""            "",""            "",""               War."",""               And Warwicke may liue to be the beſt of all."",""            "",""            "",""               Queen."",""               My lord in mine opinion, it were beſt that Somerſet were regent ouer France."",""            "",""            "",""               Humph."",""               Madame, our King is old enough himſelfe,"",""               To giue his anſwer without your conſ",Bad
"ent."",""            "",""            "",""               Queen."",""               If he be bold enough, what needes your grace"",""               To be protector ouer him ſo long?"",""            "",""            "",""               Humph."",""               Madame, I am but Protector ouer the land."",""               And when it pleaſe his grace, I will reſigne my charge."",""            "",""            "",""               Suffolk."",""               Reſigne it then, for ſince that thou waſt King,"",""               As w",Bad
"ho is King but thee? the common ſtate"",""               Doth (as we ſee,) all wholy go to wracke,"",""               And millions of treaſure hath beene ſpent,"",""               And as for the Regent ſhip of France,"",""               I ſay Somerſet is more worthy than Yorke."",""            "",""            "",""               Yorke."",""               Ile tell thee Suffolke why I am not worthy,"",""               Becauſe I cannot ſlatter as thou canſt."",""            "",""            "",""               "",""       ",Bad
"        War."",""               And yet the worthy deedes that Yorke hath done,"",""               Should make him worthy to be honored bare."",""            "",""            "",""               Suff."",""               Peace headſtrong Warwicke."",""               "",""            "",""            "",""               War."",""               Image of pride, wherefore ſhould I peace?"",""            "",""            "",""               Suff."",""               Becauſe here is a man accuſde of Treaſon,"",""               Pray Go",Bad
"d the Duke of Yorke do cleare himſelfe."",""               Ho, bring hither the Armourer and his man."",""               Enter the Armourer and his man."",""               If it pleaſe your grace, this fellow here, hath accuſed his maſter of high Treaſon, and his words were theſe."",""               That the duke of Yorke was law ful heire vnto the crowne, and that your grace was an vſurper."",""            "",""            "",""               Yorke"",""               I beſeech your grace let him haue what puni",Bad
"ſhment the law will afford, for his villany."",""            "",""            "",""               King."",""               Come hither fellow, didſt thou ſpeake theſe words?"",""            "",""            "",""               Armor."",""               Ant ſhal pleaſe your maieſty, I neuer ſaid any ſuch matter, God is my witneſſe, I am falſly accuſed by this villaine here."",""            "",""            "",""               Peter"",""               Tis no matter for that, you did ſay ſo."",""            "",""            """,Bad
",""               Yorke"",""               I beſeech your grace let him haue the law."",""            "",""            "",""               Armor."",""               Alas my Lord, hang me if euer I ſpeake theſe words, my accuſer is my prentiſe, and when I did correct him for his fault the other day, he did vow vpon his knees that he would be euen with me, I haue good witneſſe of this, and therefore I beſeech your maieſty do not caſt away an honeſt man for a villaines accuſation."",""            "",""           ",Bad
" "",""               King"",""               Vnckle Gloſter, what do you thinke of this?"",""            "",""            "",""               Humph."",""               The law my Lord is this by caſe, it reſts ſuſpitious,"",""               That a day of combate be appointed,"",""               And there to trie each others right or wrong,"",""               Which ſhall be on the thirtith of this month,"",""               With Eben ſtaues, and Standbags combating"",""               In Smithfield before your Royall Ma",Bad
"ieſty."",""               exit Humphrey."",""            "",""            "",""               Armor."",""               And I accept the combate willingly."",""            "",""            "",""               Peter"",""               Alas my Lord, I am not able to fight."",""            "",""            "",""               Suff."",""               You muſt either fight ſirra, or elſe be hangde:"",""               "",""                  Go take him hence againe to priſon▪"",""               "",""               exit with "",""      ",Bad
"               〈◊〉"",""                   The Queene lets fall her gloue, and hits the Dutches of Gloſter a boxe on the care."",""            "",""            "",""               Queene"",""               Giue me my gloue, why minion can you not ſee"",""               She ſtrikes her."",""               I crie you mercy Madame, I did miſtake,"",""               I did not thinke it had beene you."",""            "",""            "",""               Elnor."",""               Did you not, prowd French-woman,"",""           ",Bad
"    Could I come neare your daintie viſage with my nailes,"",""               I'de ſet my ten commandements in your face."",""            "",""            "",""               King"",""               Be pacient gentle Aunt,"",""               It was againſt her will."",""            "",""            "",""               Elnor"",""               Againſt her will good King▪ ſheele dandle thee,"",""               If thou wilt alwaies thus be rulde by her:"",""               But let it reſt, as ſure as I do liue,"",""         ",Bad
"      She ſhall not ſtrike dame Elnor vnreuengde."",""               exit Elnor."",""            "",""            "",""               King"",""               Beleeue me my loue, thou wert much too blame,"",""               I would not for a thouſand pounds of gold,"",""               My noble vnckle had beene here in place."",""               Enter Duke Humphrey"",""               But ſee where he comes, I am glad he met her non"",""               Vnckle Gloſter, what anſwere makes your grace"",""               Conce",Bad
"rning our Regent for the Realme of France?"",""               Whom thinkes your grace is meeteſt for to ſend?"",""            "",""            "",""               Humph."",""               My gracious Lord, then this is my reſolue,"",""               For that theſe words the Armourer doth ſpeake,"",""               Doth breede ſuſpition on the part of Yorke,"",""               Let Somerſet be Regent ouer the French,"",""               Till trial's made, and Yorke may cleere himſelfe."",""            "",""            ",Bad
""",""               King."",""               Then be it ſo my Lord of Somerſet,"",""               We make your grace Regent ouer the French,"",""               And to defend our rights gainſt forraine foes,"",""               And ſo do good vnto the Realme of France,"",""               Make haſte my Lord, tis time that you were gone,"",""               The time of truce I thinke is full expirde."",""            "",""            "",""               Somer."",""               I humbly thanke your royall maieſtie,"",""   ",Bad
"            "",""                  And take my leaue to poſte with ſpeede to France."",""               exit Somerſet."",""            "",""            "",""               King"",""               Come vnckle Gloſter, now lets haue our horſe,"",""               For we will to Saint Albones preſently,"",""               Madame, your hawke, they ſay is ſwift of flight,"",""               And we will trie, how ſhe will flie to day."",""               exeunt omnes. Enter Elnor, with ſir Iohn Hum, Roger Bullenbrooke a Co",Bad
"niurer, and Margery Iourdaine a Witch."",""            "",""            "",""               Elnor."",""               Here ſir Iohn take this ſcrole of paper here,"",""               Wherein is writ the queſtions you ſhall aske,"",""               And I will ſtand vpon this Tower here,"",""               And heare the ſpirit what it ſaies to you,"",""               And to my queſtions, write the anſweres downe."",""               She goes vp to the Tower."",""            "",""            "",""               ſir Iohn."",",Bad
"""               Now ſirs begin and caſt your ſpels about▪"",""               "",""               And charme the fiends for to obey your wills,"",""               And tell Dame Elnor of the thing ſhe askes."",""            "",""            "",""               Witch."",""               Then Roger Bullenbrooke, about thy taske,"",""               And frame a circle here vpon the earth,"",""               Whilſt I thereon all proſtrate on my face,"",""               Do talke and whiſper with the diuells below,"",""      ",Bad
"         And coniure them for to obey my will."",""               She lies downe vpon her face. Bullenbrooke makes a cir"",""                        •"",""                     le."",""               "",""            "",""            "",""               Bullen"",""               Darke night, dread night, the ſilence of the night,"",""               Wherein the Furies maske in helliſh troupes,"",""               Send vp I charge you from Soſetus lake,"",""               The ſpirit Askalon to come to me,"",""             ",Bad
"  To pierce the bowells of this centricke earth,"",""               And hither come in twinckling of an eie,"",""               Askalon, Aſcenda, Aſcenda."",""               It thunders and lightens, and then the ſpirit riſeth vp."",""            "",""            "",""               ſpirit."",""               Now Bullenbrooke, what wouldſt thou haue me do?"",""            "",""            "",""               Bullen."",""               Firſt, of the King, what ſhall become of him?"",""            "",""            "",""     ",Bad
"          "",""               ſpirit."",""               The Duke yet liues that Henry ſhall depoſe,"",""               Yet him out liue, and die a violent death."",""            "",""            "",""               Bullen."",""               What fate awaits the Duke of Suffolke▪"",""               "",""            "",""            "",""               ſpirite."",""               By water he ſhall die, and take his end."",""            "",""            "",""               Bullen"",""               What ſhall betide the Duke of",Bad
" Somerſet?"",""            "",""            "",""               ſpirit."",""               Let him ſhun caſtles, ſafer ſhal he be vpon the ſandy plaines, where caſtles mounted ſtand. Now queſtion me no more, for I muſt hence againe."",""               He ſinkes downe againe."",""            "",""            "",""               Bullen."",""               Then downe I ſay, vnto the damned poole,"",""               Where Pluto in his firie waggon ſits,"",""               Riding amidſt the ſingde and parched ſmoakes,"","" ",Bad
"              The Rode of Dytas by the riuer Styx,"",""               There howle and burne for euer in thoſe flames,"",""               Riſe Iordane, riſe, and ſtay thy charming ſpells:"",""               Sonnes, we are betraide."",""               Enter the Duke of Yorke, and the duke of Buckingham and others."",""            "",""            "",""               Yorke"",""               Come ſirs, lay hands on them, and bind them ſure,"",""               This time was well watcht: what Madame, are you there?"",""",Bad
"               This will be great credit for your husband,"",""               That you are plotting treaſons thus with Coniurers,"",""               The King ſhall haue a notice of this thing."",""               exit Elnor aboue."",""            "",""            "",""               Buck."",""               See here my Lord what the diuell hath writ."",""            "",""            "",""               Yorke"",""               Giue it me my Lord, ile ſhew it to the King:"",""               Go ſirs, ſee them faſt lockt i",Bad
"n priſon."",""               exit with them."",""            "",""            "",""               Buck."",""               My Lord, I pray you let me go poſte vnto the King,"",""               Vnto Saint Albones, to tell this newes."",""            "",""            "",""               Yorke"",""               Content▪ away then, about it ſtraight."",""            "",""            "",""               Buck."",""               Farewell my Lord."",""               exit Buckingham."",""            "",""            "",""               Y",Bad
